;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity
29.12.2000;-35;455;-913;2597;-37,6;#N/A N/A;15598;1783;116;647;-86;560;3595;11;1611;-113;48,4;#N/A N/A;-138;-191;1383,2;344;-1971;955;844;#N/A N/A;779;3465;-467,3;1984;-13;554;4;2869;615,4;#N/A N/A;16160;2098;558;1249;411;1184;5791;467;4726;-101;130,1;3336;81;1750;2200,7;681;3782;3378;1006;#N/A N/A;1463;6075;-120,5;2650;556;-145;-899;-268;-754,1;#N/A N/A;-2769;-6720;-489;-914;-553;-227;-2304;-323;-1826;-12;-82,1;#N/A N/A;-219;-1221;-856,9;-1056;-7926;-5858;-229;#N/A N/A;-3384;-1595;-344,5;-393;3;-93;779;-1711;210,4;#N/A N/A;-28808;-530;-90;-474;78;449;-2744;214;-2217;-201;-129,6;#N/A N/A;#N/A N/A;208;-342,1;305;4073;-978;-1903;#N/A N/A;377;-4044;466,4;-2499;-22;-99;-917;-272;-653;#N/A N/A;-562;-315;-442;-602;-497;-624;-2196;-456;-3115;-12;-81,7;#N/A N/A;-219;-1941;-817,5;-337;-5753;-2423;-162;#N/A N/A;-684;-2610;-346,8;-666
30.03.2001;-61;383;1405;3750;53,8;#N/A N/A;-3946;850;434;1389;-16;866;-1658;378;659;-172;-54,2;-10416;1570;1967;1540,4;426;-1376;-1483;580;#N/A N/A;1275;6701;137,2;1384;-44;475;2221;4014;506,4;#N/A N/A;-3448;1090;715;1660;316;1536;228;818;1935;-155;22;-10416;1745;3960;2173,2;633;3102;1181;717;#N/A N/A;1881;8729;427;1814;430;-246;-778;-2381;-490,1;#N/A N/A;-528;-378;-440;-414;-1248;-362;-1926;-882;-1382;-12;-100,4;1707;-219;-2683;-1158,1;-427;-6454;-546;-399;#N/A N/A;-1168;-1092;-228,3;-1259;15;-329;-247;-1015;-35;#N/A N/A;4890;-170;-2;-1184;845;-1900;1121;-473;-323;-201;-61,2;7108;#N/A N/A;-754;-1393,4;-174;3284;-750;479;#N/A N/A;395;-3811;-138,3;-478;-17;-92;-816;-264;-452,6;#N/A N/A;-498;-240;-281;-271;-332;-670;-1886;-440;-1276;-17;-76,2;0;-175;-1993;-632,8;-207;-4478;-2664;-137;#N/A N/A;-606;-2028;-289,8;-430
29.06.2001;-63;376;-71;3257;94,2;#N/A N/A;-12001;906;459;1966;-9;1438;730;378;2308;194;238,4;-5092;2749;1072;392,1;543;-129;110;1202;#N/A N/A;1228;3173;29,2;1847;-33;501;836;3579;577;#N/A N/A;-11654;1136;725;2266;467;2003;2718;818;3337;211;328,5;-5092;2934;3120;1194,4;750;4556;2254;1378;#N/A N/A;1685;5515;298,5;2396;10;-305;-960;-2149;-485;#N/A N/A;-420;-1369;-272;-971;-1060;-669;-2001;-882;-1177;-12;-96,4;2317;-219;-2000;-1366;-416;-4421;-1083;-196;#N/A N/A;-2073;-2222;-241,6;-2487;6;-175;48;-1657;-81,7;#N/A N/A;15756;183;-462;-913;618;-1709;-360;-473;-2262;-201;-114;4623;#N/A N/A;-651;121,5;-157;1792;-827;-1199;#N/A N/A;159;-4901;19,8;210;-30;-125;-907;-322;-482,8;#N/A N/A;-347;-230;-266;-300;-476;-565;-1988;-440;-1029;-17;-90,1;0;-185;-2048;-802,3;-207;-4685;-2144;-176;#N/A N/A;-457;-2342;-269,3;-549
28.09.2001;112;384;373;3239;575,8;#N/A N/A;9748;1200;601;1735;234;977;-1180;342;2907;475;178,1;-21212;265;1381;2249;467;2124;694;-783;#N/A N/A;1092;2762;-164,7;2040;275;507;1204;3389;988,1;#N/A N/A;10039;1442;820;2142;720;1329;997;896;3964;493;235,4;-21212;473;3198;2814,9;641;5438;2059;-255;#N/A N/A;1384;5255;166,4;2580;-104;-240;-795;-3469;-432,4;#N/A N/A;-850;-1341;-194;-702;42;-362;-2092;-544;-2345;-12;-51,8;-15156;-219;-1768;-1153,2;-217;-4282;593;-840;#N/A N/A;-1591;-2631;-321;-1424;18;-82;-42;-729;-493,4;#N/A N/A;7519;-31;-753;-1096;-802;-380;1294;-2182;-1595;-201;-122,7;34448;#N/A N/A;-818;-2136,5;-16;-2407;-993;-1199;#N/A N/A;-179;-2896;72,8;-553;-163;-123;-831;-150;-412,3;#N/A N/A;-291;-242;-219;-407;-486;-352;-2177;-554;-1057;-18;-57,3;0;-208;-1817;-565,9;-174;-3314;-1365;-528;#N/A N/A;-292;-2493;-331,1;-540
31.12.2001;6;276;863;3393;58,3;#N/A N/A;-10347;-251;604;7133;-190;1532;3985;-816;2692;420;158,1;33613;-119;-2599;2174,2;656;1783;2159;816;#N/A N/A;1817;264;-256,3;1780;42;361;1702;3565;616,8;#N/A N/A;-10113;226;818;8864;484;1848;6317;-579;4730;438;221,8;33613;172;2912;2897,9;861;6677;3295;1057;#N/A N/A;2007;3390;-18,5;2473;-417;-347;-933;-1680;-660,7;#N/A N/A;-111;-1701;-144;-4093;-661;-5120;-1127;-2540;-958;-18;-64,3;23450;-291;-4616;-635,5;-217;-6469;706;-348;#N/A N/A;-1113;-2266;-224,7;-2055;11;1;54;258;-13,6;#N/A N/A;-8041;536;-497;-5291;345;3572;-5062;3346;-1157;-201;-62,6;-56762;#N/A N/A;-859;-1752;-451;-594;-895;-1338;#N/A N/A;-44;-3603;260,6;-1280;-36;-85;-839;-172;-558,5;#N/A N/A;-234;-477;-214;-1731;-674;-316;-2332;-237;-2038;-18;-63,7;0;-291;-5511;-723,7;-205;-4894;-1136;-241;#N/A N/A;-190;-3126;-237,8;-693
28.03.2002;-41;242;2568;3955;169,7;#N/A N/A;-5611;538;510;1585;-280;1698;129;1010;1544;80;10;-12558;1241;-776;1508,8;445;2104;98;786;#N/A N/A;-174;2198;379,6;1176;2;370;3207;4121;540,6;#N/A N/A;-5405;761;671;1935;103;2254;2174;1259;2591;96;62,2;-12558;1437;1069;1970,6;601;4478;1528;961;#N/A N/A;1587;4624;635;1574;-825;-3;-701;-3996;-410,5;#N/A N/A;-183;-1137;-143;-84;-699;-1129;-1979;-191;-1393;-137;-98,2;-9624;3263;554;-1057,3;-268;-2020;-2121;-329;#N/A N/A;-132;-1237;-65,1;-1076;36;-460;0;-265;-110,5;#N/A N/A;5656;386;-554;-2172;498;-1257;62;-44;-3695;75;-74,2;22219;-4419;-215;-114,2;-554;-2422;-853;-230;#N/A N/A;-299;-3312;-588,1;-202;-43;-128;-639;-166;-370,9;#N/A N/A;-206;-223;-161;-350;-383;-556;-2045;-249;-1047;-16;-52,2;0;-196;-1845;-461,8;-156;-2374;-1430;-175;#N/A N/A;-1761;-2426;-255,4;-398
28.06.2002;-68;572;783;3152;258;#N/A N/A;1104;685;723;1106;-127;1856;557;611;1751;-35;452,5;-20795;3241;866;1017,1;705;2428;574;996;#N/A N/A;1211;1279;366,4;2099;-37;660;1417;3434;662,6;#N/A N/A;1205;925;925;1558;728;2311;2908;865;2701;-14;562,1;-20795;3417;2602;1671,9;824;5564;1689;1195;#N/A N/A;1609;4116;565;2560;82;-96;-657;-1700;-562,5;#N/A N/A;-177;-855;-185;-453;-2025;-224;-2225;-74;-1061;118;-88,5;3375;3263;-1671;-1546,1;-406;-1493;-1135;-257;#N/A N/A;2029;-3133;-174,6;-1885;42;-315;-12;-3834;-61,9;#N/A N/A;-1703;103;-665;-1936;1182;-1721;-813;-464;-2020;-169;-247,7;16661;-4419;-1804;-1750;147;-2124;-1008;-535;#N/A N/A;-647;-1905;-120,3;-811;-31;-88;-634;-282;-404,6;#N/A N/A;-101;-240;-202;-452;-855;-455;-2351;-254;-950;-21;-109,6;0;-176;-1736;-654,8;-119;-3136;-1115;-199;#N/A N/A;-398;-2837;-198,6;-461
30.09.2002;18;554;-613;6012;489,6;#N/A N/A;-6617;1157;230;2059;227;1729;-1827;395;2681;343;130,4;25093;-424;-200;2542,7;729;3438;1436;1041;#N/A N/A;945;4565;49,7;1915;82;633;68;6172;1000,5;#N/A N/A;-6094;1280;397;2556;632;2010;604;741;3471;353;174,1;25093;-214;2004;2898,8;859;6036;2391;1249;#N/A N/A;1067;7449;292,3;2315;908;-843;-759;-897;-637;#N/A N/A;-584;-575;-238;-303;118;-195;-2640;-371;-786;-702;-50,1;-7676;3263;-2468;-1308,6;-176;2536;-702;-145;#N/A N/A;-2517;-3155;-87,5;-793;16;-420;-1060;-2953;-416;#N/A N/A;4065;181;-3;-1698;-590;-539;1842;-1327;-922;582;-269,5;-21136;-4419;-829;-1412,5;-284;-5883;-1079;-1128;#N/A N/A;-1048;-3057;-41,1;-944;-64;-79;-681;-160;-510,9;#N/A N/A;-523;-123;-167;-497;-405;-281;-2431;-346;-790;-10;-43,7;0;-210;-2204;-356,1;-130;-2598;-955;-208;#N/A N/A;-122;-2884;-242,6;-400
31.12.2002;90;636;-685;2491;236,6;#N/A N/A;8869;896;766;1327;493;1981;4901;-607;3059;-324;183;-16874;3946;1143;2088,9999;422;1068;2318;1068;#N/A N/A;1140;1789;-88,6;3235;110;760;110;2767;954;#N/A N/A;9047;1311;999;2127;1006;2316;7319;-414;5025;-306;225,9;-16874;4034;3182;2744,3999;603;6021;3521;1337;#N/A N/A;1359;5079;112,7;3734;237;-449;-807;-2019;-856,6;#N/A N/A;-129;-754;-1361;-1357;-801;-312;-2995;-187;-3657;-18;-57,5;-9419;-88;-2016;144;-238;-5823;-1807;-456;#N/A N/A;-2072;-2233;-187,3;-584;13;-247;-1083;-534;-33,3;#N/A N/A;-14387;74;159;-1037;-341;-1601;-3660;742;-1202;582;-42,6;27352;-4419;-976;-2142;-586;-4380;-988;-1434;#N/A N/A;-1260;-2554;-81;-3046;-20;-124;-795;-276;-717,4;#N/A N/A;-178;-415;-233;-800;-513;-335;-2418;-193;-1966;-18;-42,9;0;-88;-2039;-655,4;-181;-4953;-1203;-269;#N/A N/A;-219;-3290;-201,3;-499
31.03.2003;58;633;2015;3987;247,9;#N/A N/A;-8243;-558;644;1628;-129;2062;657;1088;1580;892,7;-23,2;-16874;-1448;2031;1386,4;165;3336;756;404;#N/A N/A;1102;5708;406,9;1955;98;725;2771;4169;552,1;#N/A N/A;-8130;-428;764;2036;218;2413;2653;1343;2238;892,7;28,8;17838;-1282;3332;1807,5;252;5802;1710;599;#N/A N/A;1265;8646;541,2;2337;697;329;-575;-4207;-361,7;#N/A N/A;-1515;-407;-465;-897;-366;-482;-1854;-283;-2675;-1362,6;-60,6;-5328;2027;-844;-2102,3;-108;-2093;-927;-185;#N/A N/A;-399;-735;-107;-1883;3;-382;-120;-1214;-32,8;#N/A N/A;9411;495;-356;-972;166;-1524;-1069;-688;-750;527,8;-80,8;-9499;-2628;-1641;268,7;-297;-1000;-1053;449;#N/A N/A;-1939;-2812;-45,3;-264;-40;-92;-756;-182;-304,2;#N/A N/A;-113;-130;-120;-408;-347;-351;-1996;-255;-658;0;-52;0;-166;-1301;-421,1;-87;-2466;-954;-195;#N/A N/A;-163;-2938;-134,3;-382
30.06.2003;-38;676;935;2416;369,6;#N/A N/A;-5961;672;982;1381;346;1446;1015;382;2720;892,7;441,3;-322;921;2452;1161,1;694;2330;1726;1328;#N/A N/A;1336;4055;214,3;1297;8;765;1850;2689;685,9;#N/A N/A;-5818;845;1126;1887;759;1961;3665;646;3735;938,3;488,6;-322;1072;3773;1677,5;803;5157;2649;1531;#N/A N/A;1549;7349;451,7;2119;74;38;-820;-90;-278,9;#N/A N/A;734;-350;-149;-2849;-415;-518;-1102;-238;-633;-1262;-47,4;-10135;2027;-1310;-1440,2;-220;-2990;-352;-332;#N/A N/A;-448;-3636;-200,8;5716;15;-352;-85;-461;-374,6;#N/A N/A;7704;-609;-564;869;-362;-1044;-579;-790;-2455;-452;-250,4;11626;-2628;-3175;-789,5;-95;-5466;-1049;-896;#N/A N/A;-1116;-3520;-79,7;-7713;-46;-89;-915;-273;-316,3;#N/A N/A;-143;-173;-144;-506;-413;-515;-2650;-264;-1015;0;-47,3;0;-151;-1321;-516,4;-109;-2827;-923;-203;#N/A N/A;-213;-3294;-237,4;-822
30.09.2003;15;543;683;3257;772,7;#N/A N/A;-4555;-343;465;2792;57;1242;-1265;989;3074;1054;308;20666;1293;1369;3115,7;896;2464;2116;1824;#N/A N/A;800;2631;214,3;2229;73;643;1520;3424;1030,2;#N/A N/A;-4439;-168;617;3350;430;1606;1492;1326;3844;1054;350;20666;1690;2658;3586,7;1022;5312;3188;1991;#N/A N/A;973;5704;451,7;2887;-180;-395;-795;-3748;-264,5;#N/A N/A;-50;-105;-122;-668;-711;-5300;-2760;-326;-1208;-381,4;-42,3;681;2027;-673;-1211,7;-1248;-1834;-2369;-366;#N/A N/A;1054;-3335;-200,8;106;-4;-434;-990;-346;-638,7;#N/A N/A;3922;127;-190;-1800;369;1831;108;-787;-2027;-1551,8;56,1;-26160;-2628;-694;-1865,9;-768;-3552;205;-1324;#N/A N/A;-1794;-3875;-79,7;-3573;-58;-100;-837;-167;-257,5;#N/A N/A;-116;-175;-152;-558;-373;-364;-2757;-337;-770;0;-42;0;-397;-1289;-471;-126;-2848;-1072;-167;#N/A N/A;-173;-3073;-237,4;-658
31.12.2003;175;799;-596;4402;571,2;#N/A N/A;990;3369;1005;2762;147;1909;5281;-210;2804;409;377;-23581;-562;838;2286,3001;590;2459;3261;1088;#N/A N/A;1396;3245;-30,8;3617;219;870;404;4574;1000,6;#N/A N/A;1210;3632;1266;3552;779;2355;8186;-2;4754;423;423;-23581;-255;2552;2828,1001;798;6201;3968;1335;#N/A N/A;1616;6799;172,8;4384;77;-717;-1806;-1949;-464,5;#N/A N/A;-308;-198;-233;-112;-1069;-813;-2596;-163;-606;-580;-341,4;27200;-307;-1245;484,6;-185;-5328;-3442;-130;#N/A N/A;-125;-3136;-202,5;911;32;42;-716;-2244;-690,7;#N/A N/A;3922;-534;-476;-1913;235;-648;-3703;44;-2004;54;-110,5;-1936;-2628;-1424;-4285,5;-411;-920;-1961;-1633;#N/A N/A;-1424;-4052;-75,5;-5385;-44;-71;-1000;-172;-429,4;#N/A N/A;-220;-263;-261;-790;-632;-446;-2905;-208;-1950;-14;-46;0;-307;-1714;-541,8;-208;-3742;-707;-247;#N/A N/A;-220;-3554;-203,6;-767
31.03.2004;26;827;2462;4757;684,8;#N/A N/A;-14989;-259;784;2363;-248;2457;-1778;2246;2792;781;147,1;-23581;248;2123;1491,2;667;1395,0002;1089;990;#N/A N/A;2285;7328;225,9;1111;61;910;3142;4970;865,1;#N/A N/A;-14832;-64;942;2655;98;2978;867;2506;3563;781;202,2;-8359;397;3477;1814;790;4038,0002;1769;1160;#N/A N/A;2379;10138;637,4;1583;-403;-393;-613;-1137;-147,3;#N/A N/A;-455;-31;-219;-850;-912;-554;-2782;-266;-1707;-932;-79,5;-41954;-2555;-981;-367,1;-96;-2089;-929;-219;#N/A N/A;244;-1581;-405,7;-3721;-224;-65;-1057;-1033;-241;#N/A N/A;15150;-588;-741;-1545;840;-2002;544;-828;-1696;-61;-176,9;49464;-326;-904;-885,8;-586;-2048;-1272;-9;#N/A N/A;-2899;-3289;-141,6;1583;-35;-83;-680;-213;-180,3;#N/A N/A;-157;-195;-158;-292;-346;-521;-2645;-260;-771;0;-55,1;0;-149;-1354;-322,8;-123;-2643;-680;-170;#N/A N/A;-94;-2810;-411,5;-472
30.06.2004;173;941;1733;1101;516,8;#N/A N/A;2389;1337;1075;1704;-9;1730;957;473;3282;1432;471,6;-23581;-232;30;1923;953;2669;3039;1614;#N/A N/A;1956;5720;762,4;3102;211;1017;2590;1658;820,3;#N/A N/A;2460;1449;1295;2126;473;2423;4006;899;3917;1432;543,3;-4500;-51;1650;2362,3;1101;5853;4065;1796;#N/A N/A;2082;8652;1393,3;3591;-460;-56;-1567;4089;-286,3;#N/A N/A;133;1473;-216;-1014;-979;-2724;-2952;-434;-932;-843;-487,4;-29942;-1453;-415;-1245,3;-345;-2670,0002;-2767;-156;#N/A N/A;-636;-6569;-606,2;-3049;211;-575;-1649;1286;-572,8;#N/A N/A;-667;-688;-583;-1068;605;405;-173;-590;-2720;-537;-142,6;38548;1103;-1558;-1279,3;-469;-3175;-1684;-892;#N/A N/A;-1673;-3800;-227,2;-855;-38;-76;-857;-557;-303,5;#N/A N/A;-71;-112;-220;-422;-482;-693;-3049;-426;-635;0;-71,7;0;-181;-1620;-439,3;-148;-3184;-1026;-182;#N/A N/A;-126;-2932;-630,9;-489
30.09.2004;384;877;-598;3834;959,1;#N/A N/A;-13543;343;487;3461;-998;1499;-991;434;3035;1840;314,6;-28334;6396;1826;1807,7;770;2353,0002;2064;1466;#N/A N/A;1300;6616;-94,1;4611;443;958;643;4007;1270,8;#N/A N/A;-13543;675;722;3889;-480;1912;2575;967;3876;1840;368,4;-28334;6496;3218;2255;950;5603;3170;1634;#N/A N/A;1459;9453;224,4;5176;-702;-1359;-1243;-8113;-311,1;#N/A N/A;90;-1023;-212;-1077;-6;-598;-3198;-621;-1080;-1784;-72,4;53306;34;278;-167,6;-349;-3065,9998;-1276;-252;#N/A N/A;999;-2870;-342,6;37;108;936;303;-735;-333,6;#N/A N/A;12327;-1524;-624;-1145;436;-706;553;-1327;-1333;10;-191,9;-17682;-2728;-1798;-1020,3;-279;-2499;-2514;-1059;#N/A N/A;-2871;-4652;-74,9;-4001;-59;-81;-1241;-173;-311,7;#N/A N/A;0;-332;-235;-428;-518;-413;-3566;-533;-841;0;-53,8;0;-100;-1392;-447,3;-180;-3249,9998;-1106;-168;#N/A N/A;-159;-2837;-318,5;-565
31.12.2004;717;1140;-641;3443;323,6;#N/A N/A;-8077;837;999;1428;318;1553;3963;-191;1898;1188;316,1;19388;1991;7950;1851,1;477;2144;3084;1143;#N/A N/A;1658;8901;-246,6;4915;775;1250;529;3619;947,4;#N/A N/A;-7697;1444;1323;2461;1086;2051;7596;156;4019;1188;387,1;19388;2301;14260;2367,8;821;6326;4115;1378;#N/A N/A;1789;12308;58,6;5990;-1523;164;-79;23414;-638,4;#N/A N/A;-631;-1865;-291;594;-1194;-408;-3419;-239;-1627;-1227;-184,5;-4486;-7636;-3499;141,9;-972;-2518;-60;124;#N/A N/A;-268;-3890;276,5;-2689;254;-1058;-619;-33618;-486,1;#N/A N/A;4943;-687;-475;-1200;136;-82;-3328;207;-1517;43;47,1;-10549;8169;-6166;-2297,8;76;-2134;-2181;-160;#N/A N/A;-2357;-5995;-140,1;-3357;-58;-110;-1170;-176;-623,8;#N/A N/A;-380;-607;-324;-1033;-768;-498;-3633;-347;-2121;0;-71;0;-310;-6310;-516,7;-344;-4182;-1031;-235;#N/A N/A;-131;-3407;-305,2;-1075
31.03.2005;493;1022;2535;4800;550,6;#N/A N/A;-6217;1098;736;2238;-224;2151;-259;546;1331;1028;269,9;19388;1723;2436;996,2;694;342;1968;1207;#N/A N/A;1704;10255;265,1;2728;536;1135;3356;5003;793;#N/A N/A;-5710;1405;971;2635;179;2626;2513;972;2080;1028;325,6;-11719;1842;3746;1339,4;846;3936;3756;1372;#N/A N/A;1884;12968;528,3;3193;-909;-399;-1572;-1813;-285,2;#N/A N/A;-1024;-287;-302;-2014;-943;-596;-2496;-450;-680;-632;-6,1;-6662;815;-689;-1208,9;-174;-4312;-331;-159;#N/A N/A;170;-1086;-577,3;-2705;152;-654;-1607;-2966;-531,1;#N/A N/A;7900;-992;-757;-1285;836;-1359;-550;-747;-2816;-117;-278,8;20806;-3285;-1661;-619,7;-974;-1222;-2553;-955;#N/A N/A;-1886;-5248;-136,9;-820;-43;-113;-821;-203;-242,4;#N/A N/A;-507;-307;-235;-397;-403;-475;-2772;-426;-749;0;-55,7;0;-119;-1310;-343,2;-152;-3594;-1788;-165;#N/A N/A;-180;-2713;-263,2;-465
30.06.2005;409;1136;576;3716;592,4;#N/A N/A;-1885;2206;937;1537;210;1295;272;317;2259;703;413;-26424;3696;3003;1457,5;1005;2032;1583;1951;#N/A N/A;2214;5278;265,5;3258;472;1245;1590;3976;952,5;#N/A N/A;-1753;2686;1154;2014;817;2090;3955;731;3133;703;489,6;-26424;3843;4867;1776,7;1188;5976;2972;2162;#N/A N/A;2436;9013;553;3790;305;-409;-934;1539;-363,8;#N/A N/A;-25;453;-181;2854;-576;-734;-3635;-380;-1338;-1745;-97,4;12921;-5707;-1516;-1020,4;-2552;-6610;-670;-489;#N/A N/A;1713;-2128;-98;6874;63;-867;-603;-3766;-542,6;#N/A N/A;4289;-1508;-1877;-1251;-9;-2039;398;-1327;-1784;1239;-226,6;11002;1865;-1721;-1228,3;1386;1347;-2606;-3686;#N/A N/A;-2048;-6402;-366,9;-10864;-63;-109;-1014;-260;-360,1;#N/A N/A;-132;-480;-217;-477;-607;-795;-3683;-414;-874;0;-76,6;0;-147;-1864;-319,2;-183;-3944;-1389;-211;#N/A N/A;-222;-3735;-287,5;-532
30.09.2005;656;994;169;4116;1090,9;#N/A N/A;-5887;235;705;3371;470;1770;-2286;682;3456;1381;203,2;-2814;1774;3252;1893,9;906;1466;3084;1489;#N/A N/A;1187;12275;-150,3;2517;752;1139;1187;4329;1463,3;#N/A N/A;-5501;522;913;3987;1134;2171;1646;1318;4288;1381;261,7;-2814;1914;5554;2227,6;1155;5363;4366;1746;#N/A N/A;1402;15767;231,3;3013;-429;-194;-1287;-3261;-481,9;#N/A N/A;122;179;-1481;9;-1145;-1570;-3964;-622;-974;-2506;69,3;-9519;-6010;-6404;-256,7;-1092;-2703;-1789;-569;#N/A N/A;-1123;-4165;-35,2;-1462;74;190;269;-2945;-244,9;#N/A N/A;4232;-1115;651;-1327;229;-680;1180;-1007;-3710;829;-130,2;10277;2439;-1659;-970,5;54;-3449;-2695;-1178;#N/A N/A;-3317;-8010;-160,5;-1868;-96;-145;-1018;-213;-372,4;#N/A N/A;-386;-287;-208;-616;-664;-401;-3932;-636;-832;0;-58,5;0;-140;-2302;-333,7;-249;-3897;-1282;-257;#N/A N/A;-215;-3492;-381,6;-496
30.12.2005;201;419;-541;1913;586,4;#N/A N/A;155;1914;883;2021;242;1947;5378;376;3987;501;370,3;10721;244;2774;1858,2;800;3221;2370;877;#N/A N/A;1686;6491;99;4124;283;561;487;2231;1128;#N/A N/A;551;2387;1166;3163;983;2575;9521;579;5374;501;476,5;10721;446;5947;2264,8;1145;6750;3729;1143;#N/A N/A;1865;10390;437,4;4737;93;-2487;-793;6692;-686,9;#N/A N/A;-137;-443;-277;-1128;-861;1168;-4091;-109;-1431;1827;-721,4;-9684;-6357;-2961;4753,2;-831;-4867;-3572;-279;#N/A N/A;1799;-2891;-244;-7779;283;2170;194;-7814;1522,2;#N/A N/A;2952;-1079;-1665;-805;19;-2237;-3551;-374;374;-2433;-209,5;2597;5414;-2751;-350,7;-169;-1710;-1690;-1114;#N/A N/A;-217;-8068;-186,1;4330;-82;-142;-1028;-318;-541,6;#N/A N/A;-396;-473;-283;-1142;-741;-628;-4143;-203;-1387;0;-106,2;0;-202;-3173;-406,6;-345;-3529;-1359;-266;#N/A N/A;-179;-3899;-338,4;-613
31.03.2006;-318;2719;2851;4261;305;#N/A N/A;-20317;1643;428;3028;22;2802;530;1343;2324;562;147,5;-19141;1867;3203;1109,2;774;2045;334;451;#N/A N/A;2114;10901;566,1;3543;-125;2890;3556;4563;614,8;#N/A N/A;-19643;2055;618;3474;507;3439;3740;1602;3106;562;214,9;-19141;2005;5770;1306,8;975;6066;2096;707;#N/A N/A;2315;14631;828,9;3961;2462;-1076;-5270;833;-203,7;#N/A N/A;-920;-196;-588;-1577;-315;-205;-2963;-274;-4008;-380;296,2;-34501;1332;-2468;1504,9;-327;-1748;-2301;-503;#N/A N/A;-9447;-3503;-629,9;5431;-141;609;2185;-5128;-1002,1;#N/A N/A;16873;-490;-190;-1130;-494;-2375;-1333;-1116;-2531;-146;-173,5;53875;-5070;-2642;-2209,8;-478;-3830;-3171;-541;#N/A N/A;6218;-7854;-204,3;-8770;-193;-171;-705;-302;-309,8;#N/A N/A;-674;-412;-190;-446;-485;-637;-3210;-259;-782;0;-67,4;0;-138;-2567;-197,6;-201;-4021;-1762;-256;#N/A N/A;-201;-3730;-262,8;-418
30.06.2006;770;1555;858;2536;497,3;#N/A N/A;-15141;2110;539;1768;815;2189;-339;1223;1638;849;613,2;-34599;2306;2424;1938,1;594;2277;-224;1685;#N/A N/A;2140;7046;1385,8;4674;1007;1722;1656;3281;879,5;#N/A N/A;-14632;2443;800;2356;1414;3190;3520;1528;2564;849;714,8;-34599;2452;6083;2201,2;812;6541;1542;2055;#N/A N/A;2317;11296;2293;5143;531;-47;46;3739;-104,3;#N/A N/A;514;-450;-251;-785;-834;-123;-3796;739;-963;-1354;-920,7;-39660;-6542;-2800;-2726,1;-333;-2712;-426;-194;#N/A N/A;-873;-3273;-1523,7;-1109;129;-47;-2321;-4657;-1296,5;#N/A N/A;15269;-1207;-474;-3746;-738;-5049;1035;-2285;-3636;406;-312;75746;5495;-3906;-1449;-13;-11509;-1628;-2221;#N/A N/A;-2384;-7855;-543,7;-4982;-237;-167;-798;-745;-382,2;#N/A N/A;-509;-333;-261;-588;-599;-1001;-3859;-305;-926;0;-101,6;0;-146;-3659;-263,1;-218;-4264;-1766;-370;#N/A N/A;-177;-4250;-907,2;-469
